feature,1,2,3,4,5,6,7,8,9,10
SP_unconstraint_mean,0.000416393440504356,0.0004645961276433388,0.00047273227016834203,0.0005229052804280079,0.000494689507498005,0.0004445344473601821,0.0004749312871498043,0.0004028473079588217,0.0005120236352216871,0.0004857657211745407
SP_unconstraint_coeff_variation,0.0007430168505871299,0.0006151177859160291,0.0005508573700343998,0.0006303344238486458,0.0006519301724993912,0.0006296566593202371,0.0006117422831871842,0.000534354187612231,0.000578680113192731,0.0006619803714137173
SP_unconstraint_min,0.0006031397228948982,0.0004858916621162751,0.0005395146571749187,0.000603245451148115,0.0006169073420555822,0.0004838356104170027,0.0004950539855489716,0.0005254994025982967,0.0004978374939893791,0.00046672544408775396
SP_unconstraint_max,0.0008560207003922801,0.0008982425054549877,0.0008471102524171462,0.0008279942900258606,0.0008649960826040742,0.0007777701046499784,0.0007750065625781125,0.0008041304445350813,0.000710151555049219,0.0009002390788894871
SP_unconstraint_q90,0.000641166100504114,0.0006862700469973139,0.0007225624071998194,0.0007272642838941894,0.0006338207669774531,0.0008653038778630985,0.0005756518487814648,0.0007702634256051307,0.000721219710045634,0.0006995416054705603
SP_unconstraint_q10,0.000535591794788734,0.0005097179497994195,0.0004972795685198728,0.00039319018472780545,0.00048371866809285573,0.00044190723041707866,0.0004881242742943796,0.00037085681511070536,0.0004689063958600784,0.0006042060534316337
SP_unconstraint_q75,0.00044658689888148407,0.0004853671905620724,0.00042608664891034944,0.00045329681755944425,0.00045710599356718677,0.0004023983361009281,0.0004362303780990029,0.0003773800603569101,0.0004085091099313218,0.0004517781747364886
SP_unconstraint_q25,0.00040407198466923443,0.00046546316161933597,0.0005689206031657214,0.00037107734767411447,0.0004405992635132505,0.000451614196674255,0.00040145938585228833,0.00044724231085104503,0.00042265650932010404,0.0004604347776171334
SP_unconstraint_q50,0.00044130618191640846,0.00046211988258096495,0.00048244708059135395,0.0004884603057855128,0.0004752841289242405,0.0004471643609063908,0.00048512804640774433,0.00040857724363451087,0.0004519937164002069,0.0004304906475263205
saps_BestSolution_Mean,0.0005100940118461209,0.0006267747090983015,0.0006333637153955959,0.00070342642624719,0.0006354915182306774,0.0007526499742763483,0.0005564886703622561,0.0005785271506678122,0.0006759666070595447,0.0006236568410777313
saps_BestSolution_CoeffVariance,0.00048213898616755274,0.00045142048206376517,0.00044332306795785524,0.00041307745962543854,0.0004826401320049475,0.00042127022818618713,0.0005409068707351611,0.0004662776749187091,0.00046222210187472776,0.0004358039222957395
saps_FirstLocalMinStep_Mean,0.0005059557888137602,0.0004414720340563688,0.00048512857067795734,0.00044421461375574947,0.0005564962965329004,0.00042990815891678447,0.0005463402337776396,0.0004627191439120067,0.0005617432833142591,0.000501303340329354
saps_FirstLocalMinStep_CoeffVariance,0.00034391811258505003,0.0003532369980012256,0.00040047658268772037,0.0003898253215834414,0.00039673462260489384,0.00037439734215891085,0.0003761784618962548,0.00039421519478292813,0.00047593753880029085,0.00036656256970197615
saps_FirstLocalMinStep_Median,0.0004964051621619878,0.00032966124636914874,0.0004988999013105323,0.0003818096986721664,0.0005398309696395086,0.0003887205204735571,0.0004097097420471946,0.0005338766246932641,0.0005034911827171429,0.0005071983641135224
saps_FirstLocalMinStep_Q10,0.0002563209000360035,0.0002406930639379972,0.00024246891527755012,0.0002760279028328871,0.0002799730097940582,0.0002700636492998441,0.0002655580385563015,0.00027888181793203203,0.0002887902816448268,0.00028528184034226064
saps_FirstLocalMinStep_Q90,0.00028612924692278087,0.00034167360654573277,0.0004621172478193699,0.0002963011461836188,0.00036597757830191387,0.0003197463595213572,0.00043539795136650843,0.0003369773549658798,0.0003346258494413272,0.0003352882605641499
saps_BestAvgImprovement_Mean,0.000686288222735421,0.000768509513329021,0.0007136892453849416,0.0006583520851297566,0.000604604318233537,0.0008582504722165387,0.0007331943095152627,0.0005243238433534597,0.000569273946085221,0.000673041066326103
saps_BestAvgImprovement_CoeffVariance,0.00046206269699536253,0.0005959990449422334,0.0005216854516155054,0.0005471729883950643,0.0005486612677848772,0.0005354179518054564,0.0005830429829981128,0.0005435520362863268,0.0005854053099522629,0.0004565676787371528
saps_FirstLocalMinRatio_Mean,0.0007676531753405995,0.0007626290414915742,0.0006462920071510732,0.0008180906099538315,0.0007161313532049804,0.0006297165771623589,0.0007687457463002951,0.0007560588224127267,0.0006780120558285711,0.0006624168740628692
saps_FirstLocalMinRatio_CoeffVariance,0.00031608471174600795,0.00033011845763782923,0.0003410430329810094,0.00033241420364547386,0.0003812171209589957,0.00030481395316663516,0.00034969139020162775,0.00035878358517241904,0.0003486908592653888,0.0003260292973168861
gsat_BestSolution_Mean,0.0006132404617132032,0.0004992226648367986,0.0006262960089968348,0.0006383004814722493,0.0006369835061681975,0.0006325023342587556,0.0006366512566977241,0.0006728293706798613,0.0005476081460589627,0.0006482813642535891
gsat_BestSolution_CoeffVariance,0.0005211336418402088,0.0004656723539534498,0.00046777744514686593,0.0005493035327835751,0.000515073706139158,0.0005315213462688806,0.0005520222221150262,0.000546061257373515,0.000496829501962806,0.0005201471098928255
gsat_FirstLocalMinStep_Mean,0.00038355400106064515,0.0004614029606184229,0.0006007047659445623,0.0007513828631841805,0.0005124363440802791,0.0005482840109867135,0.0004815157468881692,0.0005356948464723037,0.0004830811005850157,0.0005399414492852038
gsat_FirstLocalMinStep_CoeffVariance,0.00029701178059466575,0.0003099463006851104,0.0003202953336943621,0.0002901039817250752,0.0002764801757903014,0.0002974537340233998,0.0002772923393524014,0.0002777018265236093,0.00032844376351381856,0.00031844054719750814
gsat_FirstLocalMinStep_Median,0.00044625805338748247,0.00047409840404517557,0.0006331561048435582,0.0005119619163338291,0.0005412276258968843,0.00047068487607300995,0.00043479332294162103,0.0004899223280145298,0.00045812097682871434,0.0004989802478605761
gsat_FirstLocalMinStep_Q10,0.0002890651908752142,0.00030386553416192585,0.0003157725910735955,0.00040039787049492157,0.0003439761506264069,0.00033757103282985493,0.0003644288290500113,0.000316905609747471,0.0003456264981817826,0.000253175856964523
gsat_FirstLocalMinStep_Q90,0.000501244928984953,0.0004269344314709825,0.0004687787588349147,0.0005209292780245492,0.00047089602631739574,0.0004250528882139574,0.0004945986525916624,0.0004723794221042457,0.00042753345983123186,0.0004870732118502528
gsat_BestAvgImprovement_Mean,0.0006557730793384064,0.0006276590225393025,0.0007488721493251371,0.0006976567172259463,0.0007331545722661496,0.0005935863893894764,0.0006514933772013813,0.0005667967983026482,0.0006058001793314761,0.0006987151378815291
gsat_BestAvgImprovement_CoeffVariance,0.0004229331591709739,0.0005025125900357956,0.0004990746134060823,0.0005011766801540432,0.0004313276124238725,0.0004510406794129893,0.000463274996511383,0.00045042035816665165,0.0005140834472665972,0.00041756530964801307
gsat_FirstLocalMinRatio_Mean,0.002168812135407435,0.0016563561417696879,0.001791960438650242,0.0019383948048984074,0.0019272682747505665,0.002138412307199284,0.0017338268657182752,0.0018195510541096946,0.0017696294393267505,0.0018538879802945855
gsat_FirstLocalMinRatio_CoeffVariance,0.00028313135990278216,0.00033915580277714256,0.0003322497767184538,0.000323567635982463,0.00033647612354410403,0.0003501706570549326,0.00031917455923582424,0.0003653460263712127,0.0003420028691891392,0.000313807609605428
lobjois_mean_depth_over_vars,0.000820753885656751,0.0008934116860035643,0.0008604781289918179,0.0007387791071810182,0.0008028883902944488,0.0008150949359923726,0.0007565349707903255,0.0007706315226205398,0.0007313104317606417,0.000821711713002804
lobjois_log_num_nodes_over_vars,0.000639000892268643,0.0005925161275120506,0.0006799251975603383,0.000535400344698247,0.0006327469545477301,0.0005276099250717648,0.0006530204507805172,0.0006991401740043722,0.0005980739250383313,0.0006068342224600936
